,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1581,4,2,2,1,0,1,1,1,1,1,5,4
1582,4,1,2,1,0,1,2,1,2,1,6,6
1583,2,0,4,1,1,1,3,2,7,5,3,3
1584,2,1,4,1,1,1,4,1,4,2,1,4
1585,3,2,4,1,0,1,3,2,2,2,1,3
1586,5,2,2,0,0,1,3,1,3,2,2,3
1587,2,1,4,1,1,1,4,1,4,2,1,4
1588,3,2,4,1,0,1,3,2,2,2,1,3
1589,3,1,4,0,0,0,2,1,5,3,5,4
1590,3,0,4,0,0,0,3,0,3,6,6,4
1591,2,0,2,0,0,1,3,1,5,2,3,4
1592,2,1,4,0,1,0,2,0,3,2,4,4
1593,4,0,2,1,1,0,1,1,3,4,4,4
1594,3,2,2,0,1,1,2,1,2,2,2,4
1595,2,1,2,1,1,1,4,1,4,2,1,4
1596,2,4,0,0,0,1,2,0,3,0,6,3
1597,2,1,2,1,1,1,4,1,4,2,1,4
1598,2,1,4,0,4,0,2,1,4,1,3,4
1599,2,2,2,0,4,0,1,0,3,3,5,4
1600,3,2,2,0,1,1,2,1,2,2,2,4
1601,4,2,2,1,1,1,4,1,3,3,4,4
1602,1,3,1,0,0,0,1,0,5,1,7,3
1603,1,3,1,0,0,0,1,0,5,3,8,6
1604,2,3,0,0,1,1,2,1,4,1,2,3
1605,3,1,2,0,0,1,2,0,5,2,7,9
1606,3,2,2,0,0,1,2,0,3,2,7,4
1607,1,1,2,0,0,1,2,1,5,1,2,6
1608,2,1,2,3,1,1,5,2,2,2,0,3
1609,4,1,2,1,1,1,4,1,3,2,3,6
1610,3,2,2,0,0,1,2,0,3,2,7,4
1611,4,1,2,0,0,0,2,1,3,1,3,4
1612,3,1,2,0,0,0,1,0,2,1,5,6
1613,4,0,2,0,0,1,2,1,4,2,4,6
1614,4,2,2,1,0,1,2,1,3,1,4,3
1615,3,1,2,0,1,1,3,1,6,2,4,4
1616,2,2,2,1,1,2,4,1,3,2,1,4
1617,2,1,2,0,1,0,3,1,4,3,1,4
1618,2,2,2,1,1,1,5,2,3,3,0,4
1619,2,1,2,0,0,1,2,1,6,1,5,8
1620,3,1,2,0,0,0,1,0,2,1,5,6
1621,4,2,2,0,1,0,2,1,3,1,2,3
1622,2,3,2,1,1,0,3,1,3,1,1,4
1623,3,0,2,0,1,0,2,1,5,1,2,4
1624,4,0,2,0,0,1,2,1,3,3,4,6
1625,2,1,2,0,0,1,3,1,5,3,2,4
1626,4,1,2,1,1,1,4,2,5,2,3,4
1627,4,2,2,0,1,0,2,1,3,1,2,3
1628,4,1,2,0,1,0,2,1,4,1,5,4
1629,3,0,1,1,1,0,2,1,1,1,2,4
1630,2,1,1,0,1,0,2,1,4,5,5,3
1631,4,1,2,0,1,0,2,1,4,1,5,4
1632,3,1,2,0,0,0,2,1,6,4,6,8
1633,3,1,2,0,0,0,2,1,4,1,4,6
1634,4,1,2,2,1,1,5,2,2,3,1,4
1635,3,0,4,0,0,0,2,1,4,2,3,4
1636,3,4,2,0,1,0,3,1,4,1,3,3
1637,4,0,2,0,0,1,3,1,3,3,2,4
1638,3,3,2,1,6,1,4,2,2,3,1,3
1639,3,1,2,0,0,0,2,1,3,1,4,3
1640,3,4,2,0,1,0,3,1,4,1,3,3
1641,2,1,2,1,1,1,3,1,4,3,3,4
1642,3,1,2,2,1,1,2,2,6,1,1,6
1643,4,2,2,1,1,1,3,1,3,4,3,6
1644,3,1,2,2,1,1,2,2,6,1,1,6
1645,3,1,2,1,1,1,3,1,4,4,4,6
1646,2,1,2,1,1,1,3,1,4,3,3,4
1647,3,1,2,0,0,0,2,0,2,0,6,6
1648,3,2,2,0,1,1,2,1,6,4,3,3
1649,2,1,2,0,1,1,3,1,8,3,2,1
1650,3,2,2,0,1,0,2,0,3,5,7,6
1651,2,3,4,1,1,1,4,2,3,4,1,4
1652,4,2,2,0,1,0,2,1,4,1,4,1
1653,3,2,1,4,1,1,3,4,3,1,1,4
1654,2,3,2,1,1,0,4,1,3,1,1,3
1655,3,1,2,0,1,0,3,1,3,4,3,3
1656,1,0,2,0,1,0,2,1,4,3,1,3
1657,3,3,2,1,1,1,3,1,4,4,5,4
1658,2,2,2,1,1,1,4,1,3,2,1,3
1659,2,2,2,1,1,1,4,1,3,2,2,3
1660,2,1,2,1,1,2,4,1,4,2,2,4
1661,2,1,2,1,1,1,4,1,4,2,3,4
1662,2,1,2,0,1,0,2,0,1,2,4,6
1663,3,2,1,4,1,1,3,4,3,1,1,4
1664,4,1,2,2,1,1,3,2,4,4,1,1
1665,2,0,2,0,0,1,2,0,6,3,5,8
1666,3,3,3,0,0,0,1,1,4,2,4,3
1667,4,3,2,0,1,1,2,1,2,3,6,4
1668,3,0,1,0,0,0,1,0,3,1,4,6
1669,3,2,2,0,0,0,2,1,3,2,3,4
1670,3,1,1,0,1,1,3,1,4,3,2,4
1671,3,2,1,0,0,0,1,1,6,2,5,6
1672,2,1,1,0,3,1,3,1,4,1,2,3
1673,2,1,1,0,3,1,3,1,4,1,2,3
1674,2,1,1,1,1,2,4,1,5,2,3,4
1675,2,1,1,1,1,2,4,1,4,2,1,3
1676,3,2,1,0,0,0,1,1,6,2,5,6
1677,3,1,2,0,0,2,3,0,3,1,4,4
1678,2,2,1,0,1,1,3,1,5,2,3,4
1679,2,2,1,0,0,0,2,1,5,2,3,3
1680,3,2,2,2,1,1,4,2,4,3,1,3
1681,2,2,1,1,1,1,4,1,9,3,6,4
1682,3,1,1,2,1,1,4,2,3,1,1,6
1683,3,1,1,2,1,1,4,2,3,1,1,6
1684,3,1,1,2,1,1,4,2,3,2,1,6
1685,3,1,1,2,1,1,4,2,3,1,1,6
1686,3,1,2,1,1,1,3,2,6,5,3,3
1687,3,1,1,2,1,1,4,2,3,2,1,6
1688,2,1,1,0,0,4,4,1,7,4,2,0
1689,3,0,1,0,0,0,2,0,4,3,5,4
1690,4,3,1,0,1,0,3,1,3,2,2,1
1691,3,1,1,2,1,1,4,2,3,1,1,6
1692,3,1,1,0,0,1,4,1,5,3,6,4
1693,2,1,1,1,1,1,4,1,4,2,3,3
1694,3,0,1,0,1,1,3,1,5,2,1,4
1695,3,1,1,0,0,1,2,1,4,2,4,4
1696,4,2,2,2,0,1,4,2,3,1,3,4
1697,2,0,1,0,0,1,4,0,5,1,6,4
1698,3,1,1,0,0,1,4,1,5,3,6,4
1699,2,1,1,0,1,1,3,0,5,2,5,4
1700,2,1,1,0,1,0,2,1,6,4,3,4
1701,3,2,2,1,0,1,4,1,3,2,3,3
1702,2,1,1,0,1,0,2,1,4,1,0,1
1703,2,2,2,0,1,0,3,1,3,2,2,3
1704,2,2,2,0,1,0,3,1,3,2,2,3
1705,2,1,1,0,0,1,2,0,6,2,5,4
1706,2,1,1,0,0,1,3,1,6,3,3,4
1707,2,1,1,2,1,1,3,2,6,2,2,3
1708,3,5,1,0,1,0,3,1,5,4,4,1
1709,2,1,1,1,1,1,3,2,6,1,2,3
1710,4,2,1,0,0,0,1,1,3,2,4,3
1711,3,1,1,0,0,1,2,1,4,3,4,3
1712,3,0,2,0,1,0,3,1,4,3,3,4
1713,2,2,1,0,1,0,2,1,5,3,3,4
1714,2,2,1,0,3,1,2,1,3,3,2,3
1715,2,0,2,0,0,1,3,0,5,4,5,8
1716,3,1,1,0,1,0,2,1,4,3,4,4
1717,2,1,1,0,1,0,3,0,3,2,3,4
1718,5,1,1,0,1,0,3,1,3,2,1,1
1719,1,1,1,0,1,0,1,1,5,1,2,4
1720,3,1,2,0,1,0,3,1,6,2,4,6
1721,4,0,2,0,1,0,4,1,7,2,4,6
1722,3,3,6,2,0,1,3,2,4,1,6,4
1723,2,0,2,0,0,1,3,0,5,4,5,8
1724,3,0,1,0,1,1,2,1,6,2,4,4
1725,2,0,1,0,1,1,3,1,5,1,2,4
1726,3,2,1,0,0,0,2,1,4,2,6,4
1727,3,3,2,2,1,2,4,2,6,1,3,4
1728,2,2,1,0,3,1,2,1,3,3,2,3
1729,3,1,1,0,0,1,2,1,4,5,5,4
1730,5,1,1,0,0,1,2,1,1,0,3,4
1731,4,2,2,2,1,2,4,2,5,1,2,4
1732,2,4,0,0,0,1,2,0,3,1,6,3
1733,4,2,1,0,0,1,2,0,2,2,4,4
1734,2,0,1,1,1,1,4,2,6,1,2,4
1735,4,2,2,0,0,1,3,1,5,2,6,4
1736,2,1,1,0,1,0,2,1,3,2,1,3
1737,2,0,1,1,1,1,4,2,6,1,2,4
1738,3,0,2,0,1,0,2,1,4,2,3,3
1739,4,2,1,0,0,0,1,0,1,1,5,1
1740,2,2,2,0,1,0,3,1,3,2,2,4
1741,3,2,2,0,0,0,3,0,4,1,7,4
1742,2,1,1,2,0,1,3,1,3,1,2,4
1743,4,2,2,1,0,1,3,2,4,3,2,4
1744,2,1,3,0,3,1,2,1,3,0,1,3
1745,2,2,1,1,1,1,5,2,3,3,0,3
1746,3,1,1,0,1,1,1,1,3,2,3,3
1747,4,2,2,1,0,1,3,2,4,3,2,4
1748,4,1,1,0,1,0,2,1,5,2,4,3
1749,2,0,1,0,1,1,2,1,4,2,3,4
1750,3,0,1,1,1,1,3,1,3,4,2,4
1751,2,0,1,0,1,1,3,0,5,3,5,6
1752,2,1,2,1,1,1,4,1,4,3,2,4
1753,3,1,1,0,1,1,3,1,6,3,3,6
1754,2,0,1,0,0,1,1,0,5,2,4,4
1755,2,1,1,2,0,1,3,1,3,1,2,4
1756,2,1,1,1,1,1,4,1,4,2,2,3
1757,2,2,1,1,1,1,4,1,4,2,1,3
1758,5,1,1,0,0,0,1,1,0,2,4,3
1759,2,5,1,1,1,2,4,1,4,2,2,3
1760,2,1,1,0,0,2,3,1,5,1,3,4
1761,4,2,1,0,1,1,2,1,3,3,3,4
1762,2,0,1,0,0,0,2,0,6,2,4,6
1763,3,1,1,1,0,0,2,1,6,3,2,4
1764,2,1,1,1,1,1,4,1,4,2,2,3
1765,2,2,1,1,1,1,4,1,4,2,1,3
1766,2,2,1,1,1,1,4,1,4,2,1,3
1767,3,2,1,0,1,1,3,1,5,5,1,3
1768,2,2,0,0,1,1,3,0,4,1,3,3
1769,3,3,1,0,1,1,2,0,3,3,6,6
1770,3,3,1,1,1,1,3,1,2,2,4,4
1771,2,0,1,0,0,1,3,1,5,5,2,4
1772,3,3,1,1,1,1,3,1,2,2,4,4
1773,3,3,1,1,1,1,3,1,2,2,4,4
1774,2,1,1,0,1,1,2,1,3,2,4,4
1775,3,4,6,2,0,0,2,1,4,2,6,4
1776,2,1,2,2,1,1,3,2,7,2,2,3
1777,2,0,1,0,0,1,3,1,5,5,2,4
1778,2,0,2,0,0,1,3,0,6,5,4,8
1779,2,0,2,0,0,1,3,0,6,5,4,8
1780,4,0,1,0,1,1,3,1,4,1,2,3
1781,2,2,2,0,1,0,4,1,7,2,4,1
1782,4,1,1,1,0,2,3,1,2,1,5,4
1783,4,3,2,0,1,0,2,1,4,4,3,4
1784,2,1,1,0,0,1,2,1,5,2,5,6
1785,4,1,1,1,0,2,3,1,2,1,5,4
1786,3,2,1,0,0,0,2,0,3,3,6,6
1787,3,1,1,0,0,1,3,0,5,2,6,6
1788,4,2,1,1,0,1,2,1,3,1,6,3
1789,3,1,1,0,0,0,4,0,3,6,6,6
1790,5,0,1,0,0,0,3,1,3,2,1,3
1791,2,2,1,0,1,0,2,1,5,3,2,3
1792,3,1,2,0,1,0,3,1,4,3,3,4
1793,3,2,1,2,1,1,4,2,4,4,1,3
1794,2,2,1,0,1,0,2,1,5,3,2,3
1795,2,2,2,0,1,0,3,1,3,2,2,4
1796,3,2,1,0,0,0,2,0,4,4,6,3
1797,2,1,1,1,0,1,2,1,4,1,5,8
1798,2,1,1,2,1,1,3,2,3,2,1,4
1799,2,1,1,0,0,1,3,1,6,4,3,4
1800,3,2,1,1,1,1,4,1,3,2,2,4
1801,5,0,1,0,0,0,1,1,3,1,2,3
1802,2,1,1,2,1,1,3,2,3,2,1,4
1803,2,1,1,0,0,1,3,1,6,4,3,4
1804,3,2,1,1,1,1,4,1,3,2,2,4
1805,3,2,2,1,1,0,2,1,3,1,2,3
1806,3,2,1,0,1,0,2,1,3,2,2,3
1807,4,1,2,2,1,2,4,2,5,6,1,4
1808,3,2,2,1,1,0,2,1,3,1,2,3
1809,4,1,2,2,1,2,4,2,5,6,1,4
1810,2,2,1,0,1,1,4,1,4,2,3,4
1811,3,2,1,0,1,0,2,1,3,2,2,3
1812,1,3,1,0,0,0,1,0,5,1,7,4
1813,3,0,2,0,0,0,2,0,4,2,4,4
1814,4,3,1,0,0,1,2,0,2,1,7,6
1815,2,2,2,0,0,0,3,0,3,3,6,4
1816,2,1,1,2,0,1,2,1,5,3,6,6
1817,3,4,0,0,0,1,2,1,4,1,1,1
1818,2,1,1,0,0,0,2,0,5,2,6,4
1819,2,2,1,0,0,1,2,0,4,2,8,4
1820,2,2,2,0,0,0,3,0,3,3,6,4
1821,3,2,1,0,0,0,2,1,3,1,4,3
1822,4,3,1,0,0,1,2,0,2,1,7,6
1823,3,1,1,0,1,1,5,1,5,3,3,4
1824,2,2,0,1,0,1,3,1,4,1,1,3
1825,3,2,2,0,0,0,1,1,6,4,3,3
1826,2,2,0,1,0,1,3,1,4,1,1,3
1827,3,1,1,0,1,1,5,1,5,3,3,4
1828,3,0,1,0,1,1,5,1,5,3,3,4
1829,3,3,1,1,0,1,3,1,3,2,5,6
1830,3,3,1,1,0,1,3,1,3,2,5,6
1831,3,4,1,2,0,1,3,1,3,3,6,6
1832,3,3,1,1,0,1,3,1,3,2,5,6
1833,3,4,1,2,0,1,3,1,3,3,6,6
1834,2,1,1,0,1,1,3,1,8,2,4,4
1835,4,4,2,1,5,1,4,2,2,3,2,3
1836,3,1,1,0,3,0,2,1,2,3,2,4
1837,3,1,1,0,0,1,2,0,4,4,4,6
1838,2,2,2,1,1,1,5,2,6,3,2,4
1839,3,1,1,0,3,0,2,1,2,3,2,4
1840,2,0,1,0,1,0,3,1,6,3,4,3
1841,3,1,1,0,0,1,2,0,4,4,4,6
1842,4,0,1,1,0,3,5,2,3,3,2,4
1843,4,1,2,1,1,1,3,1,5,6,5,4
1844,2,2,2,0,0,0,1,0,5,4,6,4
1845,3,3,1,1,1,1,3,2,4,2,1,3
1846,3,1,3,1,0,2,3,1,3,1,1,3
1847,3,3,1,1,1,1,3,2,4,2,1,3
1848,4,4,3,2,1,1,5,2,2,6,1,3
1849,3,1,1,0,0,1,4,0,4,2,5,4
1850,3,1,1,0,1,1,3,1,4,2,4,6
1851,2,2,2,0,0,0,1,0,5,4,6,4
1852,2,0,1,0,1,1,2,1,8,5,3,6
1853,4,1,2,0,1,0,2,1,5,4,3,3
1854,2,1,2,0,1,1,3,1,5,3,4,6
1855,4,1,1,2,1,2,4,2,3,2,2,4
1856,5,8,2,0,1,1,3,1,3,2,3,1
1857,4,2,2,0,1,0,3,1,3,2,2,3
1858,4,2,2,0,1,0,3,1,3,2,2,3
1859,4,1,1,2,1,2,4,2,3,2,2,4
1860,2,0,1,0,1,1,3,1,5,5,4,4
1861,3,1,1,1,1,2,4,1,3,2,3,4
1862,3,0,1,0,1,0,2,1,4,8,5,6
1863,2,1,1,1,1,1,4,1,4,1,2,3
1864,3,1,1,0,0,0,2,1,6,4,4,4
1865,3,2,2,1,7,0,3,1,3,2,3,4
1866,3,1,1,2,1,1,4,2,5,3,2,4
1867,2,2,1,2,0,1,2,1,3,1,5,4
1868,3,1,1,1,0,1,3,1,3,1,6,6
1869,4,0,1,1,0,1,3,1,2,1,3,6
1870,2,1,1,0,1,1,3,1,5,3,3,4
1871,3,1,1,0,1,1,3,1,5,3,3,4
1872,1,2,1,2,1,0,3,2,3,2,1,3
1873,1,2,1,2,1,0,3,2,3,2,1,3
1874,3,2,1,1,0,1,3,1,3,1,4,3
1875,2,2,2,2,1,0,3,2,5,4,1,3
1876,4,1,1,0,1,1,3,1,4,3,2,4
1877,4,1,2,0,0,0,1,0,3,1,3,4
1878,4,1,1,2,1,1,5,2,2,4,1,4
1879,3,1,3,2,1,0,2,2,3,1,1,4
1880,3,2,2,2,1,1,4,2,4,4,1,3
1881,3,1,3,2,1,0,2,2,3,1,1,4
1882,3,2,2,2,1,1,4,2,4,4,1,3
1883,3,2,2,2,1,1,4,2,4,4,1,3
1884,2,1,1,1,0,1,2,1,6,1,3,3
1885,3,1,3,2,1,0,2,2,3,1,1,4
1886,3,4,0,0,0,1,2,1,4,1,1,3
1887,3,1,2,1,1,1,3,2,5,2,2,3
1888,3,1,2,2,1,1,4,2,5,2,2,3
1889,3,0,2,0,0,0,2,1,3,6,3,3
1890,3,2,2,2,1,1,4,2,4,4,1,3
1891,3,2,2,2,1,1,4,2,4,4,1,3
1892,2,1,1,2,1,1,3,2,5,2,1,3
1893,2,1,1,2,1,1,3,2,5,2,1,3
1894,2,2,2,0,1,1,3,1,3,2,2,3
1895,3,1,1,1,0,2,4,1,1,3,2,4
1896,3,2,4,1,0,1,3,1,1,2,1,4
1897,3,2,4,1,0,1,3,1,1,2,1,4
1898,3,2,2,1,1,0,1,2,5,4,3,4
1899,2,3,1,0,0,1,2,0,5,4,7,6
1900,5,1,1,2,0,1,3,2,0,2,2,4
1901,3,1,1,1,0,0,2,1,2,1,3,3
1902,4,1,2,1,0,0,4,2,1,3,1,4
1903,3,2,1,0,0,0,2,1,2,3,3,3
1904,3,1,1,1,0,2,4,1,1,3,2,4
1905,3,2,4,1,0,1,3,1,1,2,1,4
1906,2,1,2,0,0,0,2,1,3,5,4,3
1907,3,2,1,0,0,2,3,0,3,4,6,6
1908,3,2,2,0,0,0,2,0,1,4,7,6
1909,3,0,2,1,1,1,2,1,4,1,2,3
1910,2,1,2,1,1,1,3,1,3,2,1,3
1911,3,0,1,0,0,0,1,1,2,6,3,4
1912,3,2,1,1,0,0,2,1,2,2,5,4
1913,4,1,1,0,1,0,3,1,3,3,2,4
1914,2,3,1,0,0,0,2,0,2,1,6,4
1915,3,2,2,0,0,0,2,0,1,4,7,6
1916,2,1,2,1,1,1,3,1,3,2,1,3
1917,3,0,1,0,0,0,1,1,2,6,3,4
1918,2,2,1,2,1,1,3,2,4,4,1,4
1919,3,1,3,2,1,1,4,2,4,5,1,4
1920,4,1,1,1,1,1,3,2,2,3,3,6
1921,3,0,2,1,1,1,2,1,4,1,2,3
1922,3,0,1,0,1,0,2,1,5,2,2,3
1923,4,2,1,0,0,0,1,1,2,3,3,3
1924,3,1,2,0,0,0,2,1,3,2,3,1
1925,2,1,3,0,5,0,2,1,3,2,3,4
1926,2,1,3,0,5,0,2,1,3,2,3,4
1927,3,1,1,0,1,1,3,1,2,2,4,3
1928,3,1,1,0,1,1,4,1,4,1,5,4
1929,4,2,1,1,0,1,3,1,3,2,3,3
1930,5,1,2,1,1,1,5,1,2,2,3,4
1931,3,4,1,0,1,5,6,1,4,1,4,0
1932,5,6,1,0,0,0,1,1,1,1,3,4
1933,3,3,3,1,2,0,4,1,2,1,1,3
1934,2,1,2,0,0,0,1,1,4,5,3,4
1935,4,2,1,1,0,1,3,1,3,2,3,3
1936,5,1,2,1,1,1,5,1,2,2,3,4
1937,3,0,1,0,2,1,3,1,4,1,4,6
1938,3,0,2,0,0,0,1,1,5,1,3,3
1939,2,2,1,1,1,1,3,1,3,1,1,3
1940,4,2,3,2,1,1,5,2,1,4,0,3
1941,2,2,1,1,1,1,3,1,3,1,1,3
1942,4,2,3,2,1,1,5,2,1,4,0,3
1943,2,1,2,1,0,1,4,1,4,3,2,3
1944,2,3,2,0,1,2,4,1,2,2,1,3
1945,4,1,1,1,1,1,3,1,2,4,3,4
1946,2,1,1,1,1,1,3,2,8,2,1,4
1947,1,3,2,0,1,2,4,1,2,2,1,3
1948,3,1,1,0,1,1,2,1,5,4,3,6
1949,2,2,2,0,1,0,3,1,2,2,2,3
1950,4,1,0,2,0,1,4,2,2,2,2,3
1951,5,9,2,0,1,1,4,1,2,3,3,1
1952,4,2,2,1,0,0,3,1,2,1,8,6
1953,4,1,2,0,1,1,3,1,5,6,4,4
1954,4,1,0,2,0,1,4,2,2,2,2,3
1955,2,2,1,1,1,2,3,1,1,4,1,3
1956,3,0,1,0,0,0,1,1,5,2,3,3
1957,3,0,1,1,1,0,1,1,5,1,1,4
1958,3,2,3,2,1,1,5,2,2,4,1,4
1959,4,0,1,0,0,0,1,1,0,1,3,3
1960,4,0,1,0,0,0,1,1,0,1,3,3
1961,5,1,2,0,0,0,2,1,1,4,2,3
1962,4,1,2,0,0,0,2,1,4,4,3,3
1963,3,2,3,2,1,1,5,2,2,4,1,4
1964,2,2,2,0,1,1,3,1,4,2,1,3
1965,2,1,1,1,1,1,3,2,2,1,0,4
1966,3,1,1,1,1,0,2,1,3,1,4,4
1967,4,1,2,1,1,1,4,1,3,3,2,6
1968,3,1,1,0,1,1,3,1,6,3,3,4
1969,2,3,1,0,0,1,3,1,7,6,5,6
1970,4,4,2,0,0,1,2,1,4,2,4,4
1971,2,3,1,0,0,1,3,1,7,6,5,6
1972,3,1,1,0,2,1,2,1,3,2,1,3
1973,3,1,1,2,2,1,3,2,4,1,1,3
1974,3,1,1,2,2,1,3,2,4,1,1,3
1975,2,1,2,1,1,2,4,1,4,2,2,4
1976,2,1,2,0,1,1,4,1,7,3,3,3
1977,4,1,1,0,1,0,3,1,4,3,1,4
1978,3,2,1,0,1,0,2,1,4,3,4,4
1979,3,2,3,1,0,1,4,2,3,2,1,4
1980,3,1,1,2,1,1,4,2,3,2,1,8
1981,3,1,1,2,1,1,4,2,3,2,1,8
1982,3,1,1,2,1,1,4,2,3,2,1,8
1983,3,1,1,2,1,1,4,2,3,2,1,8
1984,3,1,1,2,1,1,4,2,3,2,1,8
1985,4,1,3,2,1,1,3,2,4,4,1,4
1986,3,0,2,0,1,0,3,1,4,3,3,4
1987,4,1,1,1,1,1,3,1,3,3,3,3
1988,4,1,1,1,1,2,4,1,3,3,2,4
1989,3,2,1,0,0,0,2,0,3,1,6,6
1990,2,3,1,0,1,0,2,1,4,3,1,1
1991,3,1,1,2,1,1,4,2,3,2,1,8
1992,3,0,1,0,1,0,2,1,7,2,2,3
1993,3,2,1,0,1,1,3,1,3,2,5,4
1994,3,1,1,2,1,1,3,2,5,5,1,4
1995,4,1,2,1,1,1,3,2,5,6,1,4
1996,3,1,1,2,1,1,3,2,5,5,1,4
1997,4,1,2,1,1,1,3,2,5,6,1,4
1998,4,1,2,1,1,1,3,2,5,6,1,4
1999,3,0,1,2,1,1,4,2,3,2,1,4
2000,2,2,0,0,0,1,3,0,4,2,3,3
2001,2,2,0,0,0,1,3,0,4,2,3,3
2002,3,0,2,0,1,1,3,1,5,5,4,4
2003,3,2,1,0,1,1,3,1,3,2,5,4
2004,3,1,1,0,1,1,3,1,6,5,4,4
2005,3,1,1,2,1,1,3,2,5,5,1,4
2006,4,1,2,1,1,1,3,2,5,6,1,4
2007,1,0,1,0,0,0,1,1,5,4,3,4
2008,3,0,2,0,1,0,3,1,7,2,3,3
2009,4,3,1,1,0,0,2,1,4,2,6,6
2010,3,1,3,0,0,0,1,0,4,3,4,4
2011,3,0,2,0,1,0,3,1,7,2,3,3
2012,2,0,2,0,1,1,3,1,5,2,4,3
2013,2,2,1,2,1,1,2,2,4,5,3,4
2014,4,4,1,1,0,0,1,1,1,1,6,3
2015,2,1,2,1,0,0,1,1,3,5,4,4
2016,2,3,1,0,0,0,2,0,5,1,7,6
2017,4,4,1,1,0,0,1,1,1,1,6,3
2018,3,1,2,0,1,0,2,0,4,2,5,6
2019,2,2,1,2,1,1,2,2,4,5,3,4
2020,3,1,2,0,1,1,3,1,4,5,5,4
2021,2,1,1,0,1,1,3,1,4,2,3,4
2022,3,2,2,1,0,1,4,1,3,3,1,4
2023,2,1,1,0,1,1,3,1,4,2,3,4
2024,4,3,2,1,4,0,4,2,3,4,1,3
2025,3,2,4,0,4,1,3,1,3,2,1,3
2026,2,1,2,0,5,0,1,1,3,3,3,3
2027,2,2,0,1,1,1,3,1,3,2,1,3
2028,4,1,2,0,0,1,3,1,3,2,2,4
2029,3,2,2,1,0,1,4,1,3,3,1,4
2030,5,3,2,0,0,0,3,1,3,3,4,4
2031,3,2,1,0,0,1,3,1,3,2,4,3
2032,2,1,1,0,0,0,2,0,4,3,4,4
2033,3,1,1,1,1,1,4,2,6,2,2,3
2034,3,2,2,0,0,0,2,1,4,3,4,3
2035,4,1,1,0,0,0,1,1,2,1,3,3
2036,1,1,1,0,1,0,3,1,9,2,3,4
2037,3,2,1,0,0,1,3,1,3,2,4,3
2038,1,0,1,0,0,0,2,1,5,2,1,3
2039,4,1,2,0,0,0,1,1,3,1,4,3
2040,2,2,2,1,0,1,4,1,4,4,2,4
2041,1,0,1,0,0,0,2,1,5,2,1,3
2042,1,0,1,0,0,0,2,1,5,2,1,4
2043,3,0,2,0,0,0,2,0,2,3,4,4
2044,1,2,0,1,0,0,2,1,5,4,3,4
2045,4,1,2,0,0,0,1,1,3,1,4,3
2046,4,2,2,1,1,0,2,2,5,2,2,3
2047,2,2,2,0,1,0,3,1,3,2,2,3
2048,2,2,2,0,1,0,3,1,3,2,2,3
2049,2,1,1,1,0,1,3,1,6,4,2,6
2050,7,1,2,1,0,0,2,2,1,3,2,0
2051,2,1,1,2,0,1,3,2,5,1,1,3
2052,2,1,1,2,0,1,3,2,5,1,1,3
2053,4,3,1,0,0,0,2,0,2,1,7,3
2054,4,3,1,0,0,0,2,0,2,1,7,3
2055,3,2,1,0,0,0,3,1,3,0,4,4
2056,2,1,1,2,0,1,3,2,5,1,1,3
2057,2,2,1,0,0,0,3,1,5,6,6,6
2058,3,2,2,1,1,1,5,1,3,2,1,3
2059,1,3,2,0,0,1,3,1,3,2,1,3
2060,2,1,2,1,0,1,4,1,4,3,2,3
2061,2,1,1,0,0,0,2,1,5,2,4,4
2062,2,0,1,0,1,1,2,0,3,3,5,3
2063,3,0,2,0,1,1,2,1,8,2,3,3
2064,2,1,1,0,0,1,3,1,5,6,2,4
2065,3,1,1,0,1,0,2,1,3,2,3,3
2066,3,1,1,0,1,0,3,1,3,1,3,3
2067,3,2,1,0,1,0,3,1,3,1,3,3
2068,1,2,1,0,0,0,2,0,6,1,4,4
2069,3,2,1,0,0,0,2,0,4,1,6,6
2070,3,2,1,0,1,0,3,1,4,3,1,4
2071,2,1,1,0,0,1,3,1,4,5,2,4
2072,2,1,1,0,1,1,3,1,4,6,2,3
2073,2,1,1,0,1,1,4,1,5,6,2,3
2074,2,1,1,0,0,1,3,1,5,6,2,4
2075,3,0,2,0,1,1,2,1,8,2,3,3
2076,2,2,1,0,0,0,2,1,5,5,2,3
2077,3,1,2,0,1,1,4,1,7,3,3,4
2078,2,0,1,0,0,0,2,1,8,5,4,4
2079,3,3,1,0,1,0,2,1,5,2,3,1
2080,2,2,1,0,0,0,2,1,5,5,2,3
2081,3,3,0,1,1,0,1,1,4,1,4,3
2082,3,2,1,1,0,0,2,1,3,1,4,4
2083,5,2,1,1,0,0,2,1,1,2,4,3
2084,3,0,1,0,1,1,3,1,5,6,2,4
2085,3,0,1,0,1,1,3,1,5,6,2,4
2086,4,0,1,0,1,0,2,1,3,4,2,3
2087,4,0,1,0,1,1,3,1,3,4,2,4
2088,4,0,1,0,1,0,2,1,4,1,2,4
2089,3,0,1,0,1,1,3,1,5,6,2,4
2090,3,1,1,1,1,1,3,1,3,2,1,3
2091,3,1,1,1,1,1,3,1,4,1,2,3
2092,1,6,0,0,1,0,1,1,5,1,1,3
2093,2,1,3,2,1,0,2,2,1,1,2,3
2094,2,1,3,2,1,0,2,2,1,1,2,3
2095,4,1,2,1,1,1,3,2,6,2,2,3
